order_date,order_number,order_warehouse_id,store_id,order_status,item_id,amount_per_unit,ordered_quantity,item_discount,expected_delivery_date
02/02/2023,23033085995,3,5ASrblv7Lqpx8Cnc4gfeo5,CLOSED,P5889758920860,2680,1,0,04/02/2023
10/02/2023,23041076746,11,17SkwXAQufQST9kYAObYDs,CLOSED,P5646495219868,625,5,0,11/02/2023
10/02/2023,23041076746,11,17SkwXAQufQST9kYAObYDs,CLOSED,P608781459435145491,980,1,0,11/02/2023
10/02/2023,23041076746,11,17SkwXAQufQST9kYAObYDs,CLOSED,P288041591155063844,800,4,0,11/02/2023
09/02/2023,23040176724,3,1yaJPYPzJgBFxQxMiwhzUO,CLOSED,P936197595410502643,403,1,0,10/02/2023
09/02/2023,23040176724,3,1yaJPYPzJgBFxQxMiwhzUO,CLOSED,P515035393486259426,403,1,0,10/02/2023
23/02/2023,23054800790,8,2Udr7HsMExffRROo5OrWTt,CLOSED,P579015212615131206,765,1,0,25/02/2023
08/02/2023,23039244020,2,4.39E+12,CLOSED,P5665770111132,1589,1,0,09/02/2023
04/02/2023,23035313687,8,gVJcHftiT72I2xBP3IfaO,CLOSED,P490198228578012063,80,3,0,06/02/2023
06/02/2023,23037736895,3,17PxHY8dU2JEZP5cUK9Zls,CLOSED,P182826521080734407,27,4,0,07/02/2023
06/02/2023,23037736895,3,17PxHY8dU2JEZP5cUK9Zls,CLOSED,P5665770111132,1610,4,60,07/02/2023
15/02/2023,23046839015,3,67AeMYjFif5sCYajlHy03,CLOSED,P5636991221916,583,1,0,16/02/2023
21/02/2023,23052623811,3,7Vpa2ILs35KU9YDWTNF5Dc,CLOSED,P515035393486259426,405,1,0,22/02/2023
24/02/2023,23055340680,3,6TeXAznv2cFi3uchYg5LWA,CLOSED,P5889758003356,4120,1,15,25/02/2023
24/02/2023,23055340680,3,6TeXAznv2cFi3uchYg5LWA,CLOSED,P936197595410502643,405,4,0,25/02/2023
03/02/2023,23034008589,3,2JafxnyZoHbUDwPnyfgcjC,CLOSED,P756050314593357294,127.6,5,22.7000008,04/02/2023
22/02/2023,23053969241,8,13jIjHv7d8Q33ModoRKLbm,CLOSED,P913137218524017506,159,4,0,25/02/2023
22/02/2023,23053969241,8,13jIjHv7d8Q33ModoRKLbm,CLOSED,P5665770111132,1600,1,0,25/02/2023
22/02/2023,23053969241,8,13jIjHv7d8Q33ModoRKLbm,CLOSED,P006258087233738066,119,3,0,25/02/2023
22/02/2023,23053969241,8,13jIjHv7d8Q33ModoRKLbm,CLOSED,P5904807297180,56,6,0,25/02/2023
22/02/2023,23053969241,8,13jIjHv7d8Q33ModoRKLbm,CLOSED,P061177277370080372,76,3,0,25/02/2023
23/02/2023,23054142727,2,2TRSrvnMWJPbNaMfIg0BiK,CLOSED,P607858323379486930,2300,1,0,24/02/2023
21/02/2023,23052959909,2,3.87E+12,CLOSED,P257186224944449712,5200,1,0,22/02/2023
05/02/2023,23036075611,2,1Kbr5SaXJaWGWKacTSHNoU,CLOSED,P615571354959251308,526,2,0,06/02/2023
05/02/2023,23036075611,2,1Kbr5SaXJaWGWKacTSHNoU,CLOSED,P554558767097646463,274,6,0,06/02/2023
23/02/2023,23054671203,5,65zsVXZisaXWTZmRHRUf5a,CLOSED,P579015212615131206,740,3,0,24/02/2023
16/02/2023,23047893002,2,9ZQysfwCieKwTMHL05rc3,CLOSED,P858805852380183420,2950,2,0,17/02/2023
07/02/2023,23038000473,9,5qCDHFlmsvSvKLrx6QwbgG,CLOSED,P711124024280651304,185,1,0,08/02/2023
07/02/2023,23038000473,9,5qCDHFlmsvSvKLrx6QwbgG,CLOSED,P736237042661380586,140,2,0,08/02/2023
07/02/2023,23038000473,9,5qCDHFlmsvSvKLrx6QwbgG,CLOSED,P006258087233738066,120,2,0,08/02/2023
07/02/2023,23038000473,9,5qCDHFlmsvSvKLrx6QwbgG,CLOSED,P884449450488932046,156,3,0,08/02/2023
07/02/2023,23038000473,9,5qCDHFlmsvSvKLrx6QwbgG,CLOSED,P5620416282780,345,1,5,08/02/2023
15/02/2023,23046369877,8,3drsbUmtsvRKO7RXyhRWQ,CLOSED,P308633388542807406,159,1,0,16/02/2023
15/02/2023,23046369877,8,3drsbUmtsvRKO7RXyhRWQ,CLOSED,P711124024280651304,190,1,0,16/02/2023
15/02/2023,23046369877,8,3drsbUmtsvRKO7RXyhRWQ,CLOSED,P086837651642458379,165,1,10,16/02/2023
15/02/2023,23046369877,8,3drsbUmtsvRKO7RXyhRWQ,CLOSED,P550455149312099195,184,1,6,16/02/2023
15/02/2023,23046369877,8,3drsbUmtsvRKO7RXyhRWQ,CLOSED,P593192382775142424,190,1,0,16/02/2023
23/02/2023,23054214710,3,4.34E+12,CLOSED,P037963480594898300,255,3,0,24/02/2023
23/02/2023,23054214710,3,4.34E+12,CLOSED,P053862743047438592,113,6,0,24/02/2023
23/02/2023,23054214710,3,4.34E+12,CLOSED,P5508876664988,78,3,0,24/02/2023
01/02/2023,23032664919,21,5sJa47iHTjzMiMrEr8f0kt,CLOSED,P893791731817996059,1030,2,10,04/02/2023
01/02/2023,23032664919,21,5sJa47iHTjzMiMrEr8f0kt,CLOSED,P755727505522491166,2320,2,0,04/02/2023
11/02/2023,23042158256,3,5tP0Za0564Z87sUGhYhRZa,CANCELLED,P853590943874293593,2250,2,0,13/02/2023
07/02/2023,23038319872,3,5jv5Mi4gSVF4zJudmV8IzT,CLOSED,P810055715701153531,1050,1,0,08/02/2023
07/02/2023,23038319872,3,5jv5Mi4gSVF4zJudmV8IzT,CLOSED,P610680842308452260,292,12,0,08/02/2023
20/02/2023,23051648450,8,7BLQcwRRhKFRAvD7nOrkZF,CLOSED,P895094615228388885,166,1,1,21/02/2023
20/02/2023,23051648450,8,7BLQcwRRhKFRAvD7nOrkZF,CLOSED,P978828390668005019,225,1,0,21/02/2023
20/02/2023,23051648450,8,7BLQcwRRhKFRAvD7nOrkZF,CLOSED,P200235931494768136,885,1,0,21/02/2023
20/02/2023,23051648450,8,7BLQcwRRhKFRAvD7nOrkZF,CLOSED,P760433256949918903,184,1,6,21/02/2023
20/02/2023,23051648450,8,7BLQcwRRhKFRAvD7nOrkZF,CLOSED,P163074906039227504,103,6,12,21/02/2023
20/02/2023,23051648450,8,7BLQcwRRhKFRAvD7nOrkZF,CLOSED,P5904807297180,56,1,0,21/02/2023
20/02/2023,23051648450,8,7BLQcwRRhKFRAvD7nOrkZF,CLOSED,P658258557184584425,229,1,0,21/02/2023
05/02/2023,23036946898,8,1UDxCZmDJYls8Shq6HwT3u,CLOSED,P493144599432358486,285,3,0,06/02/2023
14/02/2023,23045530665,3,1W09R179lqNkeparBGbuiU,CLOSED,P257186224944449712,5300,1,0,15/02/2023
01/02/2023,23032125395,3,3Yr8pNbNyA9Qd8lkQdpBak,CLOSED,P343784657338674125,85,60,0,02/02/2023
09/02/2023,23040661151,3,7DCzx7TlRZ3pmfAizrbpY8,CLOSED,P084702248061893239,1059,5,0,10/02/2023
13/02/2023,23044081777,3,4hPh1htXZtXFeE9mWuJcf2,CLOSED,P736237042661380586,140,12,24,14/02/2023
13/02/2023,23044081777,3,4hPh1htXZtXFeE9mWuJcf2,CLOSED,P5665770111132,1589,1,0,14/02/2023
08/02/2023,23039682382,8,5IVVBCI16ZbNKMtjCJjCiD,CLOSED,P271652030997314190,80,6,0,09/02/2023
01/02/2023,23032220208,3,4.11E+12,CLOSED,P801214299466935876,288,3,9,02/02/2023
17/02/2023,23048273796,15,5RUEowhwidUDyjfRYcGtr5,CLOSED,P5532070641820,101,1,0,18/02/2023
08/02/2023,23039497453,4,7ldsLx849ptRljYZTK8tl8,CANCELLED,P5665770111132,1610,2087,0,09/02/2023
04/02/2023,23035469271,15,4DkT2d5Xu1pyq02xtxBgL0,CLOSED,P944566673003514801,19,12,0,06/02/2023
06/02/2023,23037518878,4,48aSGhZTQHYj7Lqs2DJkee,CLOSED,P676460063716279777,81,6,0,07/02/2023
06/02/2023,23037518878,4,48aSGhZTQHYj7Lqs2DJkee,CLOSED,P907312838920554161,115,2,0,07/02/2023
06/02/2023,23037518878,4,48aSGhZTQHYj7Lqs2DJkee,CLOSED,P073952979298783431,276,4,0,07/02/2023
06/02/2023,23037518878,4,48aSGhZTQHYj7Lqs2DJkee,CLOSED,P5532070641820,100,10,0,07/02/2023
22/02/2023,23053951923,3,4P0NdmXPMp5wcy2m2SXfgP,CLOSED,P853652176432362354,214,1,0,23/02/2023
10/02/2023,23041734050,3,5nzbnFHKNpjVJ657OH3otV,CLOSED,P921972997513273733,379,1,0,11/02/2023
22/02/2023,23053951923,3,4P0NdmXPMp5wcy2m2SXfgP,CLOSED,P512510491319680718,2604,1,14,23/02/2023
22/02/2023,23053951923,3,4P0NdmXPMp5wcy2m2SXfgP,CLOSED,P5678188101788,184,3,0,23/02/2023
22/02/2023,23053951923,3,4P0NdmXPMp5wcy2m2SXfgP,CLOSED,P851523296985277066,82,3,0,23/02/2023
22/02/2023,23053951923,3,4P0NdmXPMp5wcy2m2SXfgP,CLOSED,P978828390668005019,227,1,4,23/02/2023
10/02/2023,23041747205,3,2FDA4Xl3KjDijHqlRnUIoT,CLOSED,P5508876664988,75,6,0,11/02/2023
10/02/2023,23041747205,3,2FDA4Xl3KjDijHqlRnUIoT,CLOSED,P5889758134428,251,3,0,11/02/2023
10/02/2023,23041747205,3,2FDA4Xl3KjDijHqlRnUIoT,CLOSED,P936197595410502643,403,2,0,11/02/2023
08/02/2023,23039379753,3,1cmuzXdSO9m8fqmY9W2nOA,CLOSED,P936197595410502643,403,6,0,09/02/2023
05/02/2023,23036861573,8,160ZtN4E73rYtsMwUWwXHE,CLOSED,P195930143220731573,119,1,0,06/02/2023
07/02/2023,23038006261,3,1Ov28pMc6GFetJ7aUEh2n8,CLOSED,P5523410354332,2710,30,0,08/02/2023
10/02/2023,23041026798,21,3X5IFE0wDnAdtKCKgDjCbg,CLOSED,P282932566254922309,113,15,0,11/02/2023
09/02/2023,23040818698,3,21Ik4601N3lUGH0KspshV6,CLOSED,P084702248061893239,1059,4,0,10/02/2023
16/02/2023,23047429120,2,3.87E+12,INVALID,P050659950236959362,5400,1,0,17/02/2023
09/02/2023,23040753303,15,6FoEe7Hse0GvD1XJ8NRbTA,CLOSED,P703734151860127128,2268,3,0,10/02/2023
26/02/2023,23057165736,12,2lXU9K2Tya2SUqE9RjfBJS,CLOSED,P420498626563118417,595,15,0,27/02/2023
26/02/2023,23057131709,8,2WogfBqdOCOrZ9UJP3tAjJ,CLOSED,P810622842427393343,4990,1,0,27/02/2023
17/02/2023,23048338005,2,28FDFSaslsz7mvGp35o6wH,CLOSED,P668383357090664202,955,1,0,18/02/2023
06/02/2023,23037456631,11,2HWSL7fyxVXKQVLgGxvnao,CLOSED,P415830702957052025,1780,1,0,07/02/2023
15/02/2023,23046521645,11,xZVLAZTNdnA16KeQ4FtEG,CLOSED,P5271640735900,8000,1,0,16/02/2023
15/02/2023,23046521645,11,xZVLAZTNdnA16KeQ4FtEG,CLOSED,P723801370273915774,6100,1,0,16/02/2023
06/02/2023,23037243863,11,5qLsf3Dyyb0a34zfzSMXGc,CLOSED,P522182719116192914,2460,1,0,07/02/2023
02/02/2023,23033660382,16,uirPabf7N01R7uvkGHcna,CLOSED,P298883538338067916,75,1,0,04/02/2023
02/02/2023,23033660382,16,uirPabf7N01R7uvkGHcna,CLOSED,P027586657188084264,107,2,4,04/02/2023
02/02/2023,23033660382,16,uirPabf7N01R7uvkGHcna,CLOSED,P467841758986116164,163,1,0,04/02/2023
02/02/2023,23033660382,16,uirPabf7N01R7uvkGHcna,CLOSED,P454331041358767082,159,2,0,04/02/2023
23/02/2023,23054133980,8,7VSsD7AnQViM1dj97HcWTz,CLOSED,P643943537559250169,74,2,0,25/02/2023
09/02/2023,23040780863,3,6QDkZd1UCvsl7Ggbie9QWn,CLOSED,P214645276698993470,890,4,0,10/02/2023
23/02/2023,23054367899,3,66p5Ej4xPB9AYD2aXYBuid,CLOSED,P633024961236486666,4250,2,0,24/02/2023
11/02/2023,23042579132,11,2QFjKQUlhChDPv3AXE1kkb,CLOSED,P760737666536649342,7350,1,0,13/02/2023
02/02/2023,23033293255,11,77BdnnhoZ6MzpWb48LahQ4,CLOSED,P696481880227771164,450,1,0,03/02/2023
02/02/2023,23033293255,11,77BdnnhoZ6MzpWb48LahQ4,CLOSED,P5631859556508,359,2,20,03/02/2023
02/02/2023,23033293255,11,77BdnnhoZ6MzpWb48LahQ4,CLOSED,P992815557796162429,85,3,0,03/02/2023
02/02/2023,23033293255,11,77BdnnhoZ6MzpWb48LahQ4,CLOSED,P014334761178175423,1210,1,0,03/02/2023
02/02/2023,23033293255,11,77BdnnhoZ6MzpWb48LahQ4,CLOSED,P668383357090664202,910,1,0,03/02/2023
04/02/2023,23035538278,16,MtQkuucfciQ2zcb3FWAzc,CANCELLED,P959149123670573345,17,1,0,06/02/2023
25/02/2023,23056057383,8,5IVVBCI16ZbNKMtjCJjCiD,CANCELLED,P959149123670573345,19,12,0,26/02/2023
25/02/2023,23056057383,8,5IVVBCI16ZbNKMtjCJjCiD,CANCELLED,P895543545536922360,254,3,0,26/02/2023
25/02/2023,23056057383,8,5IVVBCI16ZbNKMtjCJjCiD,CANCELLED,P313898182537862889,103,6,12,26/02/2023
25/02/2023,23056057383,8,5IVVBCI16ZbNKMtjCJjCiD,CANCELLED,P933150805047339550,150,10,0,26/02/2023
25/02/2023,23056057383,8,5IVVBCI16ZbNKMtjCJjCiD,CANCELLED,P905670013511056600,103,6,12,26/02/2023
25/02/2023,23056057383,8,5IVVBCI16ZbNKMtjCJjCiD,CANCELLED,P5904808444060,238,3,0,26/02/2023
02/02/2023,23033546596,3,1xpP8I7Yn7xQN68DbZ5BLz,CLOSED,P905658724242532978,5450,2,0,03/02/2023
09/02/2023,23040585418,3,5BvUSGsegXrGBdyIJwuScg,CLOSED,P750653474761600447,83.4,2,3.4000001,10/02/2023
09/02/2023,23040585418,3,5BvUSGsegXrGBdyIJwuScg,CLOSED,P860139576992804095,69,2,22.3999996,10/02/2023
09/02/2023,23040585418,3,5BvUSGsegXrGBdyIJwuScg,CLOSED,P686076459835037001,147.81,2,21.0699997,10/02/2023
09/02/2023,23040585418,3,5BvUSGsegXrGBdyIJwuScg,CLOSED,P692439141763560051,67,4,0,10/02/2023
04/02/2023,23035411358,8,1SXj1pIPvBHRIjxv5tGiLT,CLOSED,P696481880227771164,447,1,0,06/02/2023
21/02/2023,23052778580,8,3htL37VrA6x4yszQzz69Je,CLOSED,P239538383434060582,232,3,21,22/02/2023
21/02/2023,23052778580,8,3htL37VrA6x4yszQzz69Je,CLOSED,P585111827600698941,126,6,0,22/02/2023
19/02/2023,23050186164,3,2xnljWHIKgfhraY86KS9Kj,CLOSED,P043762217989216907,7225,1,0,20/02/2023
13/02/2023,23044177684,3,6VqsNjzTJV6VVFfxtNlnMp,CLOSED,P391433511283185483,447,2,0,14/02/2023
04/02/2023,23035142732,3,4qFvVAcrG9PlT8Krzg84Y2,CLOSED,P5271667835036,4400,1,0,06/02/2023
04/02/2023,23035142732,3,4qFvVAcrG9PlT8Krzg84Y2,CLOSED,P848612501896230036,1180,1,0,06/02/2023
04/02/2023,23035142732,3,4qFvVAcrG9PlT8Krzg84Y2,CLOSED,P134410660863377115,216,2,0,06/02/2023
14/02/2023,23045232801,3,5d95JU6iSsA6ZJPfNG4PLT,CLOSED,P499758813847351543,5870,1,0,15/02/2023
14/02/2023,23045232801,3,5d95JU6iSsA6ZJPfNG4PLT,CLOSED,P081860578095067967,2420,1,0,15/02/2023
10/02/2023,23041734050,3,5nzbnFHKNpjVJ657OH3otV,CLOSED,P950938618077781556,32,6,0,11/02/2023
10/02/2023,23041734050,3,5nzbnFHKNpjVJ657OH3otV,CLOSED,P860667693709372993,379,1,0,11/02/2023
06/02/2023,23037967189,3,6FFhVY8Ujlw7dpqveE2UTh,CLOSED,P681701962351020612,390,1,2,07/02/2023
22/02/2023,23053951923,3,4P0NdmXPMp5wcy2m2SXfgP,CLOSED,P187091120487939580,74,3,0,23/02/2023
22/02/2023,23053951923,3,4P0NdmXPMp5wcy2m2SXfgP,CLOSED,P268800550723355818,235,2,0,23/02/2023
22/02/2023,23053951923,3,4P0NdmXPMp5wcy2m2SXfgP,CLOSED,P342133782196147735,280,4,0,23/02/2023
22/02/2023,23053951923,3,4P0NdmXPMp5wcy2m2SXfgP,CLOSED,P572037548640209431,1420,1,0,23/02/2023
10/02/2023,23041747205,3,2FDA4Xl3KjDijHqlRnUIoT,CLOSED,P479164867840771639,109,2,0,11/02/2023
10/02/2023,23041747205,3,2FDA4Xl3KjDijHqlRnUIoT,CLOSED,P933150805047339550,152,3,6,11/02/2023
10/02/2023,23041747205,3,2FDA4Xl3KjDijHqlRnUIoT,CLOSED,P814834674823681939,48,24,0,11/02/2023
10/02/2023,23041747205,3,2FDA4Xl3KjDijHqlRnUIoT,CLOSED,P358807783987689654,405,1,0,11/02/2023
18/02/2023,23049718906,8,23CoFPSiOMuA7P3WVMZzho,CLOSED,P285649464804260064,187,3,0,19/02/2023
18/02/2023,23049718906,8,23CoFPSiOMuA7P3WVMZzho,CLOSED,P243539367359420239,755,1,0,19/02/2023
08/02/2023,23039379753,3,1cmuzXdSO9m8fqmY9W2nOA,CLOSED,P358807783987689654,405,6,0,09/02/2023
05/02/2023,23036861573,8,160ZtN4E73rYtsMwUWwXHE,CLOSED,P061224559629069793,840,1,0,06/02/2023
05/02/2023,23036861573,8,160ZtN4E73rYtsMwUWwXHE,CLOSED,P661185882972447087,100,2,0,06/02/2023
05/02/2023,23036861573,8,160ZtN4E73rYtsMwUWwXHE,CLOSED,P470286079657878625,69,4,0,06/02/2023
05/02/2023,23036861573,8,160ZtN4E73rYtsMwUWwXHE,CLOSED,P674605315272317518,100,2,0,06/02/2023
05/02/2023,23036861573,8,160ZtN4E73rYtsMwUWwXHE,CLOSED,P997848036392023246,522,2,0,06/02/2023
10/02/2023,23041026798,21,3X5IFE0wDnAdtKCKgDjCbg,CLOSED,P765083258178955616,186,5,10,11/02/2023
15/02/2023,23046177524,8,3be9PEnmJUTXpKNKQWLm0z,CLOSED,P238258012769135605,127,3,0,16/02/2023
15/02/2023,23046177524,8,3be9PEnmJUTXpKNKQWLm0z,CLOSED,P468780937188571413,135,3,0,16/02/2023
15/02/2023,23046177524,8,3be9PEnmJUTXpKNKQWLm0z,CLOSED,P004912890499543555,130,2,0,16/02/2023
15/02/2023,23046177524,8,3be9PEnmJUTXpKNKQWLm0z,CLOSED,P836837665415819383,195,2,0,16/02/2023
14/02/2023,23045652868,4,1xF0yW7uABltRLuynSHhia,CLOSED,P810622842427393343,5462,1,0,15/02/2023
20/02/2023,23051132674,12,4d95XycES94AxmtWK8sjLe,CLOSED,P711809575459533894,307,16,0,21/02/2023
15/02/2023,23046511580,3,7KhgYNqdhofL8CXP6DTcIo,CANCELLED,P605245222777537284,235,1,15,16/02/2023
15/02/2023,23046511580,3,7KhgYNqdhofL8CXP6DTcIo,CANCELLED,P5631859556508,350,2,10,16/02/2023
15/02/2023,23046511580,3,7KhgYNqdhofL8CXP6DTcIo,CANCELLED,P243044083959763068,172,1,4,16/02/2023
15/02/2023,23046511580,3,7KhgYNqdhofL8CXP6DTcIo,CANCELLED,P358080912220891540,222,1,0,16/02/2023
15/02/2023,23046511580,3,7KhgYNqdhofL8CXP6DTcIo,CANCELLED,P215339392654556885,190,1,0,16/02/2023
15/02/2023,23046511580,3,7KhgYNqdhofL8CXP6DTcIo,CANCELLED,P674605315272317518,100,2,2,16/02/2023
15/02/2023,23046511580,3,7KhgYNqdhofL8CXP6DTcIo,CANCELLED,P5620416086172,320,2,0,16/02/2023
15/02/2023,23046511580,3,7KhgYNqdhofL8CXP6DTcIo,CANCELLED,P314990141626182467,215,1,4,16/02/2023
10/02/2023,23041419064,8,7P6e4tlHkhmT1Ca0DEIK8f,CLOSED,P061224559629069793,840,1,0,11/02/2023
26/02/2023,23057919018,8,5AuTvLfjIFzBACwPKVu6GQ,CANCELLED,P212595073861590493,4990,1,0,28/02/2023
22/02/2023,23053650365,2,3Vc7nRLIQ3JRLIAU6cDjkO,CLOSED,P420498626563118417,595,17,0,23/02/2023
06/02/2023,23037057318,21,6kNAHBZJkznUXI5kOR8zQd,CLOSED,P846989106104101761,89,1,0,07/02/2023
06/02/2023,23037057318,21,6kNAHBZJkznUXI5kOR8zQd,CLOSED,P933150805047339550,149,1,0,07/02/2023
13/02/2023,23044474594,12,7moZ5gg56Cd5hBcSE6kQoV,CLOSED,P237989392047148369,48,2,2,14/02/2023
13/02/2023,23044474594,12,7moZ5gg56Cd5hBcSE6kQoV,CLOSED,P5904808444060,240,1,4,14/02/2023
13/02/2023,23044474594,12,7moZ5gg56Cd5hBcSE6kQoV,CLOSED,P5894151176348,306,1,0,14/02/2023
20/02/2023,23051892200,17,5s8X9gqR5zgHqqAbgOLrY7,CLOSED,P171572067155853193,90,1,2,22/02/2023
20/02/2023,23051892200,17,5s8X9gqR5zgHqqAbgOLrY7,CLOSED,P175514913281152860,203,1,0,22/02/2023
20/02/2023,23051892200,17,5s8X9gqR5zgHqqAbgOLrY7,CLOSED,P068822302078217811,210,1,7,22/02/2023
20/02/2023,23051892200,17,5s8X9gqR5zgHqqAbgOLrY7,CLOSED,P609660724476109470,103,2,0,22/02/2023
20/02/2023,23051892200,17,5s8X9gqR5zgHqqAbgOLrY7,CLOSED,P774910479389091323,47,1,0,22/02/2023
20/02/2023,23051892200,17,5s8X9gqR5zgHqqAbgOLrY7,CLOSED,P627075880866729221,342,2,0,22/02/2023
20/02/2023,23051892200,17,5s8X9gqR5zgHqqAbgOLrY7,CLOSED,P314990141626182467,217,1,0,22/02/2023
20/02/2023,23051892200,17,5s8X9gqR5zgHqqAbgOLrY7,CLOSED,P372681194859442273,187,1,0,22/02/2023
08/02/2023,23039977674,4,2qAmZXl3FrCh4fzJHSScit,CANCELLED,P905658724242532978,5000,1,0,09/02/2023
16/02/2023,23047586829,3,aobfdSAdhRNHMcEIXocvV,CLOSED,P643943537559250169,74,1,0,17/02/2023
16/02/2023,23047586829,3,aobfdSAdhRNHMcEIXocvV,CLOSED,P330160275183674582,116,2,10,17/02/2023
16/02/2023,23047586829,3,aobfdSAdhRNHMcEIXocvV,CLOSED,P933150805047339550,153,1,2,17/02/2023
16/02/2023,23047586829,3,aobfdSAdhRNHMcEIXocvV,CLOSED,P479164867840771639,109,1,0,17/02/2023
11/02/2023,23042561959,3,7Jh6UfgNiGNrRWtbhyw85l,CLOSED,P002635357637705399,375,2,0,13/02/2023
10/02/2023,23041626970,15,1It7wECoG6OEaDDLA4keXb,CLOSED,P845616177049182261,207,1,0,11/02/2023
10/02/2023,23041626970,15,1It7wECoG6OEaDDLA4keXb,CLOSED,P846989106104101761,89,3,3,11/02/2023
10/02/2023,23041908407,12,3dUhvwz49JRVJ3HAolR2et,CLOSED,P314990141626182467,227,4,16,11/02/2023
10/02/2023,23041908407,12,3dUhvwz49JRVJ3HAolR2et,CLOSED,P980813445525499820,161,1,0,11/02/2023
10/02/2023,23041908407,12,3dUhvwz49JRVJ3HAolR2et,CLOSED,P621393136805292794,101,1,0,11/02/2023
10/02/2023,23041908407,12,3dUhvwz49JRVJ3HAolR2et,CLOSED,P314990141626182467,227,1,0,11/02/2023
10/02/2023,23041908407,12,3dUhvwz49JRVJ3HAolR2et,CLOSED,P765083258178955616,186,1,0,11/02/2023
20/02/2023,23051120428,7,3geuo3xP8B4qOw4b1taFaL,CLOSED,P902426110117883386,7400,10,0,21/02/2023
20/02/2023,23051120428,7,3geuo3xP8B4qOw4b1taFaL,CLOSED,P317073887399195600,2420,2,0,21/02/2023
14/02/2023,23045678590,4,14NAVo5xSbEfXxRTJeFYmo,CLOSED,P283143931504919855,275,2,0,15/02/2023
14/02/2023,23045678590,4,14NAVo5xSbEfXxRTJeFYmo,CLOSED,P171572067155853193,90,2,4,15/02/2023
14/02/2023,23045678590,4,14NAVo5xSbEfXxRTJeFYmo,CLOSED,P661185882972447087,100,1,1,15/02/2023
14/02/2023,23045678590,4,14NAVo5xSbEfXxRTJeFYmo,CLOSED,P314990141626182467,217,2,0,15/02/2023
14/02/2023,23045678590,4,14NAVo5xSbEfXxRTJeFYmo,CLOSED,P810622842427393343,5462,1,0,15/02/2023
09/02/2023,23040466907,4,1YicinvwEgpUOZiIj9GHdt,CLOSED,P947821399439191120,84,2,0,10/02/2023
09/02/2023,23040466907,4,1YicinvwEgpUOZiIj9GHdt,CLOSED,P983223184893922519,230,2,0,10/02/2023
09/02/2023,23040466907,4,1YicinvwEgpUOZiIj9GHdt,CLOSED,P100373043703291893,670,1,0,10/02/2023
09/02/2023,23040466907,4,1YicinvwEgpUOZiIj9GHdt,CLOSED,P5867167809692,252,6,6,10/02/2023
09/02/2023,23040466907,4,1YicinvwEgpUOZiIj9GHdt,CLOSED,P061224559629069793,845,1,5,10/02/2023
09/02/2023,23040466907,4,1YicinvwEgpUOZiIj9GHdt,CLOSED,P860940766698323866,102,12,0,10/02/2023
09/02/2023,23040466907,4,1YicinvwEgpUOZiIj9GHdt,CLOSED,P527567420284894567,166,2,0,10/02/2023
09/02/2023,23040466907,4,1YicinvwEgpUOZiIj9GHdt,CLOSED,P285649464804260064,188,6,18,10/02/2023
09/02/2023,23040466907,4,1YicinvwEgpUOZiIj9GHdt,CLOSED,P627075880866729221,352,3,15,10/02/2023
09/02/2023,23040466907,4,1YicinvwEgpUOZiIj9GHdt,CLOSED,P668383357090664202,820,1,0,10/02/2023
09/02/2023,23040466907,4,1YicinvwEgpUOZiIj9GHdt,CLOSED,P547503616062334543,164,6,0,10/02/2023
28/02/2023,23059247460,4,4e5ukQN6TmKVFSGW2czQkM,CANCELLED,P568977903614793566,107,1,0,01/03/2023
25/02/2023,23056004268,3,6VqsNjzTJV6VVFfxtNlnMp,CLOSED,P156024079097180951,223,3,18,27/02/2023
20/02/2023,23051641397,17,2tJ9SA3uTMWhAcmo772YkH,CLOSED,P004417753709336102,5350,1,0,21/02/2023
16/02/2023,23047865174,17,57hoyfUbEjuCMRvRgmxSbc,CLOSED,P922244048151319075,23,1,0,18/02/2023
16/02/2023,23047865174,17,57hoyfUbEjuCMRvRgmxSbc,CLOSED,P203419074517259139,1430,3,0,18/02/2023
27/02/2023,23058523352,5,6FhdSHOgprgZVNTcvxQGEi,CLOSED,P156024079097180951,225,1,6,28/02/2023
04/02/2023,23035145595,2,3VwDo0bLnDSobpcvTY8gq2,CLOSED,P544845278602121277,630,3,30,06/02/2023
17/02/2023,23048729238,4,69yxczp2Qnny4OL6Zid1AD,CLOSED,P955253741931699557,775,1,0,18/02/2023
24/02/2023,23055477347,11,hHFBypzdn7BJYSDOOinUI,CLOSED,P441106098401049041,303,4,0,25/02/2023
24/02/2023,23055477347,11,hHFBypzdn7BJYSDOOinUI,CLOSED,P164158873946994493,554,3,0,25/02/2023
24/02/2023,23055477347,11,hHFBypzdn7BJYSDOOinUI,CLOSED,P281367426151928929,178,4,0,25/02/2023
23/02/2023,23054208614,11,32kpTyFVp3B7RFShPlWlcR,CLOSED,P5636991025308,517,2,0,24/02/2023
25/02/2023,23056413394,11,3WJIhSMgTMfWqLpbaIP7wY,CLOSED,P257863246966657496,500,3,15,27/02/2023
21/02/2023,23052226530,11,37yUUQdtubI9ALzxmKK0bs,CLOSED,P429408978516086528,1659,1,0,22/02/2023
04/02/2023,23035345534,11,6YdUVoOR48GrLiSuldkAgx,CLOSED,P101782987403458610,151,6,66,06/02/2023
08/02/2023,23039119873,5,5e1BYU1drafBeFTgc4YJtj,CLOSED,P666006686011939936,115,7,0,09/02/2023
